query,page_path,clicks_3m,impr_3m,ctr_3m,pos_3m,clicks_28d,impr_28d,pos_28d,clicks_prev28d,impr_prev28d,pos_prev28d,impr_delta_pct
how much does it cost for a lawyer to represent you in court,/states/delaware-lawyer-costs,0,4,0,6.8,0,1,4,0,3,7.7,-66.7
how much does it cost for a lawyer to represent you in court,/states/ohio-lawyer-costs,0,4,0,12,0,3,12,0,1,12,200.0
how much does it cost for a lawyer to represent you in court,/states/south-dakota-lawyer-costs,0,4,0,4.8,0,3,4.7,0,1,5,200.0
how much does it cost for a lawyer to represent you in court,/states/utah-lawyer-costs,0,4,0,10.5,0,2,11.5,0,1,10,100.0
how much does it cost for a lawyer to represent you in court,/states/vermont-lawyer-costs,0,4,0,6.5,0,2,6.5,0,2,6.5,0.0
how much does it cost to become a lawyer,/states/new-york-lawyer-costs,0,4,0,48.2,0,1,25,0,2,46.5,-50.0
how much does it cost to consult a lawyer,/states/new-york-lawyer-costs,0,4,0,32.5,0,1,21,0,2,29,-50.0
how much does it cost to get a lawyer,/states/missouri-lawyer-costs,0,4,0,11.2,0,3,10.7,0,1,13,200.0
how much does it cost to talk to a lawyer,/pages/can-i-afford-a-lawyer,0,4,0,69.2,0,1,71,0,3,68.7,-66.7
how much does it cost to talk to a lawyer,/states/south-carolina-lawyer-costs,0,4,0,90.5,0,2,96,0,0,,
how much does probate cost in minnesota,/states/minnesota-lawyer-costs,0,4,0,53.8,0,0,,0,4,53.8,-100.0
how much employment lawyer cost,/pages/employment-lawyer-cost,0,4,0,61.8,0,1,70,0,2,48.5,-50.0
how much for a criminal defense attorney,/pages/criminal-defense-lawyer-cost,0,4,0,66.8,0,1,49,0,2,63,-50.0
how much for a lawyer,/pages/how-much-does-a-lawyer-cost,0,4,0,50.8,0,0,,0,3,45,-100.0
how much for a lawyer to represent you in court,/pages/can-i-afford-a-lawyer,0,4,0,75,0,0,,0,3,66.7,-100.0
how much for a lawyer to represent you in court,/states/wisconsin-lawyer-costs,0,4,0,47.2,0,1,93,0,1,6,0.0
how much for attorney,/states/oklahoma-lawyer-costs,0,4,0,67.2,0,2,48,0,0,,
how much for attorney,/states/tennessee-lawyer-costs,0,4,0,88,0,1,85,0,2,90,-50.0
how much for attorney,/states/utah-lawyer-costs,0,4,0,67,0,2,74.5,0,2,59.5,0.0
how much for attorney,/states/virginia-lawyer-costs,0,4,0,77.8,0,0,,0,0,,
how much immigration lawyer cost,/pages/immigration-lawyer-cost,0,4,0,86.5,0,1,55,0,3,97,-66.7
how much is a attorney,/pages/how-much-does-a-lawyer-cost,0,4,0,50.2,0,0,,0,3,51.7,-100.0
how much is a attorney,/states/colorado-lawyer-costs,0,4,0,27.2,0,0,,0,0,,
how much is a attorney,/states/maryland-lawyer-costs,0,4,0,46.8,0,3,59.3,0,1,9,200.0
how much is a attorney,/states/washington-lawyer-costs,0,4,0,16.5,0,1,18,0,1,15,0.0
how much is a cheap lawyer,/states/michigan-lawyer-costs,0,4,0,10.8,0,0,,0,2,10.5,-100.0
how much is a civil lawyer,/states/louisiana-lawyer-costs,0,4,0,7,0,2,6.5,0,2,7.5,0.0
how much is a consultation fee,/pages/lawyer-consultation-fee,0,4,0,74.2,0,1,35,0,2,87,-50.0
how much is a consultation with a lawyer,/states/florida-lawyer-costs,0,4,0,72.2,0,0,,0,1,73,-100.0
how much is a consultation with a lawyer,/states/new-york-lawyer-costs,0,4,0,33.5,0,2,16,0,1,47,100.0
how much is a defense lawyer,/states/new-york-lawyer-costs,0,4,0,45,0,2,38.5,0,1,42,100.0
how much is a divorce in nebraska,/states/nebraska-lawyer-costs,0,4,0,78.8,0,2,77,0,0,,
how much is a divorce in new mexico,/states/new-mexico-lawyer-costs,0,4,0,74.2,0,1,67,0,1,84,0.0
how much is a divorce lawyer cost,/states/alaska-lawyer-costs,0,4,0,79.5,0,1,82,0,3,78.7,-66.7
how much is a family law attorney,/states/louisiana-lawyer-costs,0,4,0,83.2,0,2,83.5,0,2,83,0.0
how much is a good attorney,/states/new-york-lawyer-costs,0,4,0,45.2,0,2,30.5,0,1,65,100.0
how much is a lawyer,/states/oregon-lawyer-costs,0,4,0,8.5,0,3,10.3,0,1,3,200.0
how much is a lawyer,/states/texas-lawyer-costs,0,4,0,46.5,0,4,46.5,0,0,,
how much is a lawyer,/states/wisconsin-lawyer-costs,0,4,0,57.5,0,4,57.5,0,0,,
how much is a lawyer for small claims court,/states/south-carolina-lawyer-costs,0,4,0,33.5,0,0,,0,2,56.5,-100.0
how much is a personal injury lawyer,/pages/personal-injury-lawyer-cost,0,4,0,57.5,0,4,57.5,0,0,,
how much is a private attorney,/states/hawaii-lawyer-costs,0,4,0,11.8,0,0,,0,4,11.8,-100.0
how much is a real estate attorney,/pages/real-estate-lawyer-cost,0,4,0,56,0,2,23.5,0,1,87,100.0
how much is a small claims lawyer,/states/new-york-lawyer-costs,0,4,0,24.2,0,2,4.5,0,1,37,100.0
how much is a small claims lawyer,/states/oklahoma-lawyer-costs,0,4,0,8.5,0,1,5,0,0,,
how much is an attorney,/states/kentucky-lawyer-costs,0,4,0,8.5,0,3,8.3,0,1,9,200.0
how much is attorney,/states/south-carolina-lawyer-costs,0,4,0,66,0,0,,0,3,65.7,-100.0
how much is it to become a lawyer,/states/new-york-lawyer-costs,0,4,0,50.5,0,2,32,0,1,62,100.0
how much is it to hire a lawyer,/pages/how-much-does-a-lawyer-cost,0,4,0,65.2,0,0,,0,3,64,-100.0
how much is lawyer consultation fee,/states/new-york-lawyer-costs,0,4,0,40.5,0,0,,0,3,36.7,-100.0
how much lawyer cost,/states/south-carolina-lawyer-costs,0,4,0,56.2,0,2,48.5,0,1,78,100.0
how much lawyers cost,/states/massachusetts-lawyer-costs,0,4,0,57.8,0,2,28,0,2,87.5,0.0
how much should a lawyer cost,/states/california-lawyer-costs,0,4,0,80.2,0,0,,0,0,,
how much to hire a lawyer,/pages/how-much-does-a-lawyer-cost,0,4,0,75,0,1,80,0,2,65.5,-50.0
how to pay attorney fees,/states/new-york-lawyer-costs,0,4,0,55,0,1,42,0,1,39,0.0
how to pay for attorney fees,/states/new-york-lawyer-costs,0,4,0,57,0,2,45.5,0,1,61,100.0
idaho divorce cost,/states/idaho-lawyer-costs,0,4,0,76.2,0,0,,0,1,69,-100.0
kansas divorce cost,/states/kansas-lawyer-costs,0,4,0,77.2,0,2,66.5,0,1,80,100.0
lawer fee,/states/new-york-lawyer-costs,0,4,0,12,0,4,12,0,0,,
lawsuit lawyers,/states/maryland-lawyer-costs,0,4,0,2,0,4,2,0,0,,
lawyer calculator,/pages/lawyer-cost-calculator,0,4,0,56,0,0,,0,0,,
lawyer consultant fees,/pages/lawyer-consultation-fee,0,4,0,60.2,0,1,37,0,1,35,0.0
lawyer consultation cost,/states/california-lawyer-costs,0,4,0,67.8,0,0,,0,0,,
lawyer consultation fees,/pages/lawyer-consultation-fee,0,4,0,79,0,2,63.5,0,1,89,100.0
lawyer consultation fees,/states/new-york-lawyer-costs,0,4,0,29,0,2,17.5,0,1,27,100.0
lawyer consultation price,/states/new-york-lawyer-costs,0,4,0,22.8,0,2,17.5,0,2,28,0.0
lawyer cost,/states/arizona-lawyer-costs,0,4,0,9.2,0,4,9.2,0,0,,
lawyer cost,/states/new-hampshire-lawyer-costs,0,4,0,6.2,0,3,6,0,1,7,200.0
lawyer cost,/states/oregon-lawyer-costs,0,4,0,8.2,0,2,8.5,0,2,8,0.0
lawyer cost per hour,/states/massachusetts-lawyer-costs,0,4,0,9.2,0,3,8.7,0,1,11,200.0
lawyer costs,/states/massachusetts-lawyer-costs,0,4,0,43.2,0,1,33,0,3,46.7,-66.7
lawyer costs,/states/tennessee-lawyer-costs,0,4,0,64.5,0,2,83.5,0,2,45.5,0.0
lawyer fee,/states/indiana-lawyer-costs,0,4,0,32.8,0,3,39.7,0,1,12,200.0
lawyer fee,/states/louisiana-lawyer-costs,0,4,0,70.8,0,4,70.8,0,0,,
lawyer fee,/states/minnesota-lawyer-costs,0,4,0,11,0,4,11,0,0,,
lawyer fee,/states/nevada-lawyer-costs,0,4,0,36.5,0,3,45,0,1,11,200.0
lawyer fees,/states/alabama-lawyer-costs,0,4,0,11.5,0,1,11,0,2,12.5,-50.0
lawyer fees,/states/illinois-lawyer-costs,0,4,0,78,0,2,93.5,0,1,39,100.0
lawyer fees,/states/minnesota-lawyer-costs,0,4,0,9.5,0,2,9.5,0,2,9.5,0.0
lawyer fees per hour,/states/massachusetts-lawyer-costs,0,4,0,8.5,0,2,8,0,2,9,0.0
lawyer hourly rate,/states/washington-lawyer-costs,0,4,0,7.8,0,3,7.7,0,1,8,200.0
lawyer hourly rate calculator,/pages/lawyer-cost-calculator,0,4,0,41.8,0,0,,0,1,64,-100.0
lawyer new jersey,/states/new-jersey-lawyer-costs,0,4,0,2.5,0,3,2.7,0,1,2,200.0
lawyer payments,/states/colorado-lawyer-costs,0,4,0,41,0,0,,0,0,,
lawyer price,/states/massachusetts-lawyer-costs,0,4,0,31.2,0,1,51,0,3,24.7,-66.7
lawyer price,/states/oklahoma-lawyer-costs,0,4,0,84,0,2,82,0,1,76,100.0
lawyer price,/states/pennsylvania-lawyer-costs,0,4,0,63,0,0,,0,1,8,-100.0
lawyer price,/states/south-carolina-lawyer-costs,0,4,0,51.2,0,2,12,0,1,93,100.0
lawyer prices,/states/alabama-lawyer-costs,0,4,0,30,0,1,7,0,1,5,0.0
lawyer prices,/states/indiana-lawyer-costs,0,4,0,62.5,0,2,48,0,0,,
lawyer prices,/states/new-jersey-lawyer-costs,0,4,0,11.8,0,0,,0,2,11,-100.0
lawyer rate,/states/new-york-lawyer-costs,0,4,0,16.5,0,1,9,0,2,16,-50.0
lawyer rates,/states/california-lawyer-costs,0,4,0,85,0,0,,0,0,,
lawyer rates,/states/new-york-lawyer-costs,0,4,0,17.2,0,1,13,0,2,19.5,-50.0
lawyer salary maine,/states/maine-lawyer-costs,0,4,0,38.5,0,0,,0,2,39,-100.0
lawyers consultation fee,/pages/lawyer-consultation-fee,0,4,0,66.8,0,2,44,0,1,95,100.0
lawyers cost,/states/oklahoma-lawyer-costs,0,4,0,69,0,2,57,0,0,,
lawyers cost per hour,/states/new-york-lawyer-costs,0,4,0,39,0,2,50.5,0,1,27,100.0
lawyers fees,/states/kentucky-lawyer-costs,0,4,0,63.2,0,0,,0,4,63.2,-100.0
lawyers fees,/states/mississippi-lawyer-costs,0,4,0,49.5,0,0,,0,4,49.5,-100.0
lawyers fees,/states/south-carolina-lawyer-costs,0,4,0,60.8,0,0,,0,1,66,-100.0
lawyers fees,/states/wisconsin-lawyer-costs,0,4,0,61,0,2,40,0,2,82,0.0
lawyers fees calculator,/states/california-lawyer-costs,0,4,0,72.8,0,0,,0,1,73,-100.0
legal advice fee,/states/new-york-lawyer-costs,0,4,0,35,0,1,13,0,2,37,-50.0
legal consultation cost,/states/new-york-lawyer-costs,0,4,0,29.5,0,2,17.5,0,1,30,100.0
legal consulting fees,/pages/legal-fee-calculator,0,4,0,84.5,0,0,,0,0,,
legal consulting fees,/states/north-carolina-lawyer-costs,0,4,0,89.8,0,0,,0,1,97,-100.0
legal cost,/states/illinois-lawyer-costs,0,4,0,66.8,0,2,76,0,1,34,100.0
legal cost,/states/pennsylvania-lawyer-costs,0,4,0,51.2,0,3,55.7,0,1,38,200.0
legal cost,/states/wisconsin-lawyer-costs,0,4,0,53,0,3,56.3,0,0,,
legal fee calculator,/pages/lawyer-cost-calculator,0,4,0,43.5,0,0,,0,1,40,-100.0
legal pricing and budgeting tool,/pages/legal-fee-calculator,0,4,0,90.2,0,0,,0,2,87.5,-100.0
legal professional fees,/,0,4,0,61,0,2,61.5,0,2,60.5,0.0
legal research fee,/how-we-research,0,4,0,60.5,0,2,52.5,0,1,64,100.0
litigation lawyer fees,/states/new-york-lawyer-costs,0,4,0,31.8,0,1,15,0,1,25,0.0
local attorney fees,/states/alabama-lawyer-costs,0,4,0,78.2,0,0,,0,3,81.7,-100.0
local attorney fees,/states/south-carolina-lawyer-costs,0,4,0,58.2,0,1,20,0,1,100,0.0
minnesota divorce lawyer hourly rate,/states/minnesota-lawyer-costs,0,4,0,50.8,0,3,53.7,0,1,42,200.0
missouri attorney hourly rate real estate 2024 survey,/states/missouri-lawyer-costs,0,4,0,8,0,0,,0,0,,
monthly lawyer cost,/states/alabama-lawyer-costs,0,4,0,96.2,0,0,,0,2,100.5,-100.0
nebraska bar exam application fee schedule,/states/nebraska-lawyer-costs,0,4,0,39.8,0,2,41.5,0,2,38,0.0
nj attorney registration fee,/states/new-jersey-lawyer-costs,0,4,0,20.2,0,2,19.5,0,1,21,100.0
ohio divorce lawyer hourly rate,/states/ohio-lawyer-costs,0,4,0,82.8,0,2,90,0,2,75.5,0.0
pay for a lawyer,/states/new-york-lawyer-costs,0,4,0,38.5,0,3,37.7,0,1,41,200.0
personal lawyer cost,/states/colorado-lawyer-costs,0,4,0,8.5,0,2,6,0,1,10,100.0
private lawyer cost,/states/mississippi-lawyer-costs,0,4,0,12.8,0,0,,0,0,,
professional legal fees,/states/new-york-lawyer-costs,0,4,0,37.2,0,1,17,0,1,39,0.0
rate attorney,/states/tennessee-lawyer-costs,0,4,0,70.8,0,1,49,0,3,78,-66.7
real estate attorney madison wi,/states/wisconsin-lawyer-costs,0,4,0,2,0,2,2,0,2,2,0.0
real estate attorney maryland free consultation,/states/maryland-lawyer-costs,0,4,0,2.5,0,4,2.5,0,0,,
real estate attorney nj fees,/states/new-jersey-lawyer-costs,0,4,0,72.8,0,0,,0,0,,
real estate attorney philadelphia,/states/pennsylvania-lawyer-costs,0,4,0,2,0,4,2,0,0,,
real estate attorney phoenix,/states/arizona-lawyer-costs,0,4,0,2,0,0,,0,4,2,-100.0
real estate lawyer,/states/arizona-lawyer-costs,0,4,0,1,0,0,,0,4,1,-100.0
real estate lawyer baltimore,/states/maryland-lawyer-costs,0,4,0,2,0,3,2,0,1,2,200.0
real estate lawyer fees,/pages/real-estate-lawyer-cost,0,4,0,81.8,0,4,81.8,0,0,,
real estate lawyer prices,/pages/real-estate-lawyer-cost,0,4,0,82.8,0,2,84,0,2,81.5,0.0
small claims attorney cost,/states/arizona-lawyer-costs,0,4,0,9.5,0,4,9.5,0,0,,
small claims lawyer cost,/states/alaska-lawyer-costs,0,4,0,44.5,0,1,46,0,2,43.5,-50.0
solicitor consultation fee,/states/new-york-lawyer-costs,0,4,0,40.2,0,3,33.3,0,1,61,200.0
solicitor costs,/,0,4,0,77,0,0,,0,4,77,-100.0
solicitor fees,/states/maryland-lawyer-costs,0,4,0,66.2,0,3,68.7,0,0,,
solicitors rates,/states/new-york-lawyer-costs,0,4,0,23.8,0,1,22,0,2,26.5,-50.0
south carolina divorce cost,/states/south-carolina-lawyer-costs,0,4,0,79.8,0,0,,0,2,77.5,-100.0
supreme court advocate fees,/states/maryland-lawyer-costs,0,4,0,81,0,2,84.5,0,1,82,100.0
supreme court lawyers fees,/states/new-york-lawyer-costs,0,4,0,60.5,0,1,6,0,1,65,0.0
typical lawyer fees,/states/new-york-lawyer-costs,0,4,0,35.5,0,1,76,0,2,20,-50.0
typical lawyer fees for closing nj,/states/new-jersey-lawyer-costs,0,4,0,51,0,1,33,0,3,57,-66.7
what percentage does a workers comp lawyer take in wisconsin,/states/wisconsin-lawyer-costs,0,4,0,56.5,0,4,56.5,0,0,,
whats a consultation fee,/pages/lawyer-consultation-fee,0,4,0,52,0,2,39,0,1,63,100.0
when do i have to pay a lawyer,/states/new-york-lawyer-costs,0,4,0,76.8,0,3,79.7,0,1,68,200.0
why do some lawyers charge for consultation,/pages/lawyer-consultation-fee,0,4,0,70.8,0,2,46,0,0,,
will lawyers do payment plans,/states/minnesota-lawyer-costs,0,4,0,85.5,0,2,77.5,0,2,93.5,0.0
lawyer cost per hour,/states/arizona-lawyer-costs,1,3,0.3333,9,1,1,8,0,2,9.5,-50.0
"""asbestos.com""",/pages/mesothelioma-settlement-calculator,0,3,0,7.3,0,0,,0,0,,
+,/states/arkansas-lawyer-costs,0,3,0,1,0,0,,0,3,1,-100.0
7th district court price utah,/states/utah-lawyer-costs,0,3,0,33.3,0,0,,0,3,33.3,-100.0
advocate consultation fees,/states/new-york-lawyer-costs,0,3,0,18.3,0,1,16,0,1,25,0.0
advocate cost,/states/new-york-lawyer-costs,0,3,0,28.3,0,1,7,0,1,21,0.0
advocate fees,/states/connecticut-lawyer-costs,0,3,0,65.7,0,3,65.7,0,0,,
advocate fees for civil cases,/states/new-york-lawyer-costs,0,3,0,35,0,2,15,0,0,,
advocate fees for criminal cases,/states/new-york-lawyer-costs,0,3,0,33,0,1,14,0,1,35,0.0
affordable lawyer retainer,/states/arizona-lawyer-costs,0,3,0,82,0,1,80,0,2,83,-50.0
alaska bar exam fees,/states/alaska-lawyer-costs,0,3,0,46,0,0,,0,1,45,-100.0
alaska divorce cost,/states/alaska-lawyer-costs,0,3,0,62,0,0,,0,1,63,-100.0
amerikada avukatlık masrafları,/,0,3,0,60,0,2,56,0,0,,
arbitration lawyer cost,/states/california-lawyer-costs,0,3,0,86.3,0,1,87,0,2,86,-50.0
arbitration lawyer cost,/states/illinois-lawyer-costs,0,3,0,74.7,0,1,69,0,1,74,0.0
arkansas bar application fee,/states/arkansas-lawyer-costs,0,3,0,34.7,0,0,,0,3,34.7,-100.0
asbestos compensation calculator,/pages/mesothelioma-settlement-calculator,0,3,0,81,0,0,,0,0,,
attorney consultation fees,/pages/lawyer-consultation-fee,0,3,0,89.3,0,1,89,0,1,85,0.0
attorney consultation fees,/states/new-york-lawyer-costs,0,3,0,38,0,1,23,0,1,33,0.0
attorney consultation subscription,/pages/lawyer-consultation-fee,0,3,0,87.3,0,0,,0,2,86.5,-100.0
attorney cost,/pages/how-much-does-a-lawyer-cost,0,3,0,73.3,0,0,,0,1,89,-100.0
attorney cost,/states/illinois-lawyer-costs,0,3,0,78,0,0,,0,1,48,-100.0
attorney cost,/states/new-jersey-lawyer-costs,0,3,0,11.7,0,1,11,0,1,12,0.0
attorney cost,/states/virginia-lawyer-costs,0,3,0,70,0,0,,0,0,,
attorney cost per hour,/states/new-york-lawyer-costs,0,3,0,28.3,0,1,19,0,1,30,0.0
attorney fee,/states/south-carolina-lawyer-costs,0,3,0,59.3,0,0,,0,1,55,-100.0
attorney hourly rate,/states/new-york-lawyer-costs,0,3,0,25.7,0,1,21,0,1,34,0.0
attorney hourly rates,/states/new-york-lawyer-costs,0,3,0,50.7,0,1,64,0,1,41,0.0
attorney nyc,/states/new-york-lawyer-costs,0,3,0,2,0,3,2,0,0,,
attorney price,/states/florida-lawyer-costs,0,3,0,82.3,0,2,88,0,0,,
attorney price,/states/north-carolina-lawyer-costs,0,3,0,92.3,0,0,,0,3,92.3,-100.0
attorney prices,/states/florida-lawyer-costs,0,3,0,89,0,0,,0,2,87.5,-100.0
attorney prices,/states/oklahoma-lawyer-costs,0,3,0,17,0,2,9,0,1,33,100.0
attorney prices,/states/wisconsin-lawyer-costs,0,3,0,80.3,0,0,,0,3,80.3,-100.0
attorney pricing,/states/texas-lawyer-costs,0,3,0,88.3,0,0,,0,0,,
attorney rate,/states/south-carolina-lawyer-costs,0,3,0,68.7,0,0,,0,1,89,-100.0
attorney rates,/states/california-lawyer-costs,0,3,0,85,0,0,,0,0,,
attorney rates,/states/indiana-lawyer-costs,0,3,0,5.7,0,3,5.7,0,0,,
attorney rates,/states/maryland-lawyer-costs,0,3,0,66.7,0,1,59,0,0,,
attorney rates,/states/south-carolina-lawyer-costs,0,3,0,67.7,0,0,,0,0,,
attorney rates,/states/tennessee-lawyer-costs,0,3,0,43,0,2,59,0,1,11,100.0
attorneys charges,/states/connecticut-lawyer-costs,0,3,0,9.7,0,0,,0,3,9.7,-100.0
attorneys charges,/states/massachusetts-lawyer-costs,0,3,0,31,0,1,70,0,2,11.5,-50.0
attorneys cost,/states/new-york-lawyer-costs,0,3,0,21.7,0,0,,0,2,22,-100.0
average attorney cost,/states/new-york-lawyer-costs,0,3,0,34,0,0,,0,2,29,-100.0
average attorney cost per hour,/states/new-york-lawyer-costs,0,3,0,53,0,0,,0,1,44,-100.0
average attorney fee,/pages/how-much-does-a-lawyer-cost,0,3,0,82,0,0,,0,1,77,-100.0
average attorney fee,/states/new-york-lawyer-costs,0,3,0,40.3,0,1,65,0,1,25,0.0
average attorney fees,/states/arizona-lawyer-costs,0,3,0,10,0,1,11,0,2,9.5,-50.0
average attorney fees for civil case,/states/alabama-lawyer-costs,0,3,0,25.7,0,1,7,0,0,,
average attorney fees for civil case,/states/louisiana-lawyer-costs,0,3,0,11,0,2,10.5,0,1,12,100.0
average attorney fees for civil case,/states/virginia-lawyer-costs,0,3,0,40.3,0,1,11,0,1,11,0.0
average attorney fees per hour,/states/new-york-lawyer-costs,0,3,0,40.3,0,1,21,0,1,31,0.0
average cost criminal defense attorney,/pages/criminal-defense-lawyer-cost,0,3,0,64.7,0,0,,0,2,62.5,-100.0
average cost for an attorney,/states/indiana-lawyer-costs,0,3,0,12,0,1,12,0,2,12,-50.0
average cost for an attorney,/states/texas-lawyer-costs,0,3,0,83.3,0,3,83.3,0,0,,
average cost for attorney,/pages/how-much-does-a-lawyer-cost,0,3,0,86,0,0,,0,3,86,-100.0
average cost for attorney,/states/new-york-lawyer-costs,0,3,0,51.7,0,1,83,0,1,30,0.0
average cost for criminal defense attorney,/pages/criminal-defense-lawyer-cost,0,3,0,74.7,0,0,,0,1,62,-100.0
average cost for family law attorney,/states/new-york-lawyer-costs,0,3,0,73.3,0,1,64,0,2,78,-50.0
average cost of a criminal defense attorney,/pages/criminal-defense-lawyer-cost,0,3,0,73.7,0,1,47,0,1,92,0.0
average cost of a criminal lawyer,/states/new-york-lawyer-costs,0,3,0,39.7,0,1,27,0,1,33,0.0
average cost of a lawyer,/states/colorado-lawyer-costs,0,3,0,29.3,0,0,,0,0,,
average cost of a lawyer,/states/tennessee-lawyer-costs,0,3,0,41,0,3,41,0,0,,
average cost of a lawyer per hour,/states/new-york-lawyer-costs,0,3,0,37.7,0,1,20,0,1,39,0.0
average cost of an attorney,/states/arkansas-lawyer-costs,0,3,0,6,0,3,6,0,0,,
average cost of defense attorney,/pages/criminal-defense-lawyer-cost,0,3,0,47.7,0,0,,0,3,47.7,-100.0
average cost of divorce in ct,/states/connecticut-lawyer-costs,0,3,0,68.7,0,1,77,0,1,60,0.0
average cost of divorce in oregon,/states/oregon-lawyer-costs,0,3,0,77.7,0,2,79,0,1,75,100.0
average cost of divorce in vermont,/states/vermont-lawyer-costs,0,3,0,83.7,0,0,,0,0,,
average cost of divorce lawyer in illinois,/states/illinois-lawyer-costs,0,3,0,91.3,0,0,,0,2,98.5,-100.0
average cost of employment lawyer,/pages/employment-lawyer-cost,0,3,0,10,0,3,10,0,0,,
average cost of estate planning,/pages/estate-planning-lawyer-cost,0,3,0,53,0,3,53,0,0,,
average cost of family law attorney,/states/texas-lawyer-costs,0,3,0,89.3,0,0,,0,1,87,-100.0
average cost of lawyer for small business,/states/new-york-lawyer-costs,0,3,0,42.3,0,1,26,0,1,41,0.0
average criminal defense attorney fees,/states/new-york-lawyer-costs,0,3,0,45.7,0,1,46,0,1,30,0.0
average criminal lawyer cost,/states/colorado-lawyer-costs,0,3,0,38,0,0,,0,0,,
average hourly attorney fees,/states/idaho-lawyer-costs,0,3,0,78.7,0,0,,0,0,,
average hourly attorney fees,/states/new-york-lawyer-costs,0,3,0,24.3,0,1,25,0,1,22,0.0
average hourly rate for lawyer,/states/new-york-lawyer-costs,0,3,0,29.3,0,0,,0,1,30,-100.0
average lawyer consultation fee,/pages/lawyer-consultation-fee,0,3,0,77,0,1,60,0,1,88,0.0
average lawyer cost,/,0,3,0,94,0,1,87,0,1,95,0.0
average lawyer cost,/states/south-carolina-lawyer-costs,0,3,0,69.3,0,0,,0,1,39,-100.0
average lawyer fee,/pages/how-much-does-a-lawyer-cost,0,3,0,57.3,0,0,,0,2,59.5,-100.0
average lawyer fee,/states/new-york-lawyer-costs,0,3,0,23,0,1,13,0,1,24,0.0
average lawyer fee,/states/south-carolina-lawyer-costs,0,3,0,90.7,0,0,,0,1,99,-100.0
average lawyer fee per hour,/states/new-york-lawyer-costs,0,3,0,44.7,0,1,35,0,1,46,0.0
average lawyer fees,/states/california-lawyer-costs,0,3,0,71,0,0,,0,0,,
average lawyer fees,/states/south-carolina-lawyer-costs,0,3,0,60.3,0,0,,0,0,,
average lawyer fees,/states/west-virginia-lawyer-costs,0,3,0,10.7,0,2,9.5,0,0,,
average lawyer hourly rate,/states/new-york-lawyer-costs,0,3,0,14,0,2,10,0,1,22,100.0
average lawyer price,/states/california-lawyer-costs,0,3,0,88.3,0,2,93.5,0,0,,
average legal fees,/,0,3,0,87,0,2,87,0,1,87,100.0
average legal fees,/states/california-lawyer-costs,0,3,0,67.7,0,0,,0,0,,
average legal fees,/states/maryland-lawyer-costs,0,3,0,51.3,0,3,51.3,0,0,,
average legal fees,/states/massachusetts-lawyer-costs,0,3,0,26.7,0,2,27,0,1,26,100.0
barrister cost,/states/new-york-lawyer-costs,0,3,0,43.7,0,1,30,0,1,38,0.0
